ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.080794504276629,203.5059211759689,21417.59361450576,6.072637611383181,319.52268898784206,348.52732144162457,12.612966179536896,68.64254525846297,4.613578721749679,0
9.043095631701522,181.56666281388723,8273.59197053936,6.7010419208711065,333.7757766108025,372.5512190398168,9.762360818326329,65.2163378646853,4.008499340500041,0
7.080794504276629,179.15495640317573,18282.069275890364,7.874879211027755,326.1868555054351,397.2211508502477,9.438369332562218,57.85107898133763,2.75785683789694,0
8.891103986206037,132.49730751403646,18102.3958031305,7.663440401110479,338.9167719448208,396.5478708391683,16.78591352422055,52.69960550673406,5.035795001154168,1
7.149140564081678,214.85837870854485,21596.965395775915,6.218573035524237,295.5544984189536,328.567488714484,18.31100440557912,47.6199539635677,4.29429523800845,1
6.584813111444327,182.37545579303296,24723.10629585122,6.238919727299763,333.7757766108025,414.3507509455295,17.58261495172212,78.21373786655029,4.404132196402706,0
9.61022034489963,156.9295461583656,33954.43547084092,4.639027544575495,333.7757766108025,485.3791563016299,11.047843903005514,66.39629294676558,4.961971972367872,0
9.671796765490882,130.60836326298843,30220.612486408867,9.30914183245864,370.2948672726229,411.8813745180707,18.024005185338467,76.1597177250839,3.895103865877136,0
7.485204108156634,186.98354363320888,30935.87358926086,7.658583837417687,333.429539218567,469.5502516891924,15.078529404057564,73.22430200261995,5.668135266092183,1
6.075720292372839,187.4933624005,8459.302994309399,7.791467944084204,358.0444404947277,456.7139089481666,12.868400571699103,54.55270581045664,3.4180525287973174,1
7.38539974943525,149.23186219336975,41521.35623361805,8.06740846813266,326.7559234085272,542.390558866708,16.87702698098508,63.10512781668231,4.355014268685112,1
6.242414484103846,191.90872954929208,28149.41179162288,7.130436799595529,319.3067850802741,448.2425267423017,19.370090874546293,60.93948098211983,4.5087050978944845,0
5.504452320660907,164.5009841094295,11950.235031074297,6.80095766880417,302.1904944537348,537.5396091372029,14.393869036597096,69.93982215954854,4.657360934464802,0
6.5667024058295285,208.6177461678739,29641.90527894156,6.6808868032548165,325.8780190537768,302.7800408400248,12.211328059520008,66.62732611652334,4.2273474972650575,1
7.945909068934832,213.0664066766147,16769.89054626555,4.745340496708158,292.4192469225516,478.1667104571711,14.189856463396096,82.05440433794729,3.5854312498873027,0
5.039406776379789,194.4041704563224,19336.6080733558,7.194765031466901,339.2321258939885,515.8071822194082,10.728669004117194,61.12951711869907,3.1269559002913,0
6.448191031909269,181.5898853338313,18460.678930218124,8.727866524390784,333.7757766108025,353.6042916029809,13.939424708087245,73.99053906453214,3.932210320679033,0
7.689358003612376,221.35688549113,30253.851102579432,6.269309000717355,320.47810589685275,529.7465287886901,17.97327720957753,84.69636557466985,4.978556094767624,0
9.035964226502784,267.80485916816536,34417.317986916976,4.946835929289719,335.8074573460412,346.9759449946687,14.26450548539682,65.37000165741998,3.670629958547809,1
7.080794504276629,196.33467279621243,24108.127550510275,7.843143600307158,352.62391167393247,428.77061040859,10.287673166557624,73.44593375629363,5.034682957349176,0
7.50757529645138,172.5040208489629,18328.69589935917,6.907736146953917,351.4186342314689,377.07513261025207,10.678254946054892,68.85219615143549,3.7030010473243737,0
6.087306100000082,214.55608597404893,11628.336675478404,7.231926684912577,333.7757766108025,344.0720281513272,13.232307887943024,98.6866204155442,3.666671803251088,0
6.956788227258707,184.51023348392445,18443.76811750522,8.244232805599188,370.9300191718459,201.7378873941131,11.384624171662404,67.8383886910166,3.39755593333578,1
5.331940479018537,194.87406544579952,16658.876503163574,7.993829562375316,316.6751618281669,335.1203984374612,10.180513802631594,59.57271371122687,4.434820257956548,0
5.249500137148391,164.30432767546847,18462.72080159959,4.816878314332906,334.45123682291774,347.65121384958115,15.838650261729104,61.90018825921669,3.64785217945295,1
8.605374455470146,217.04312753358568,22970.957278860453,7.409956812957436,333.7757766108025,264.6994734696039,16.692945826142704,46.50165844599797,3.665323340605603,0
9.467098424586364,169.22335566248998,39948.58904910047,8.354455369382828,336.23522280963056,349.1570113449508,13.94910286276772,101.5170928477278,4.272767187147696,1
6.725683739830507,171.09871300889097,36619.1167385609,6.141220176384928,298.9858334815973,468.9578579092286,14.020331524444158,70.68668593462311,4.297168846127941,1
4.80115436807586,180.7728707563664,13556.734397114704,8.977286380775292,322.06244697172207,587.3950117046609,12.401368065703082,62.02818652446988,4.418638131667752,0
7.739325711303171,207.7643262140808,30412.37233126128,7.813966644039233,289.41363611779786,273.69713915492014,19.113381561303925,52.281104276835855,3.645785495110913,0
9.458458600487855,173.65940903412212,33480.77315409428,7.247896302735204,333.6905903544018,432.2990519800449,11.134623657171202,69.49427222660067,3.3308231823462524,1
6.330732765446402,166.73800899675925,18397.199408096025,8.076426482257103,333.7757766108025,436.9917521078011,12.905188648425336,67.64855612214467,3.940000423393067,0
6.779375701575703,154.84004969180123,15713.68341780489,6.1876734462379,344.2710693859943,600.0959414805109,16.79449549170355,54.33853191902864,2.9953407796876936,1
5.913224059682436,243.0077758319755,18391.615259464343,6.008157019795458,349.5163161050069,493.25572934301744,9.041914461740884,45.41700001636943,4.299700689362933,1
6.129637014813746,200.2781822057384,30989.94841451828,8.830102319230392,348.8681540852299,341.38857671477444,9.300117278144342,79.55361207012686,4.615886181275908,0
5.1743459983462,234.32856907423485,11746.607522157146,6.961265386435571,314.9868004507202,407.1023016775681,13.771679971240076,36.18353587181301,3.689144992138577,0
6.021265943377032,236.97549609616328,19894.14759343877,7.587908534239579,286.9385170034551,315.26681128862367,12.131600123118346,74.12666263788368,4.028042400756272,0
4.270716194733736,166.83770854028538,24405.25053495276,7.391510138420656,297.2067391683036,349.5189103676489,13.478526445498858,54.47483954440166,3.763905902952325,0
6.64884918609138,181.6881220667947,30733.50383761234,5.96127222367226,343.9252223114132,257.7041794322704,17.75844368068323,35.296181418536364,4.827527398066652,0
4.483402760935388,172.38387771727892,13122.223421559383,5.276730857728753,291.1990882205126,413.5450472679064,11.871724637260227,75.50454201634828,2.203840523502365,0
